Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
530951,21790,VINTAGE SNAP CARDS,9,2010-11-04 18:34:00,0.85,15521.0,United Kingdom
530951,22843,BISCUIT TIN VINTAGE GREEN,1,2010-11-04 18:34:00,6.75,15521.0,United Kingdom
530951,21889,WOODEN BOX OF DOMINOES,6,2010-11-04 18:34:00,1.25,15521.0,United Kingdom
530951,22699,ROSES REGENCY TEACUP AND SAUCER ,3,2010-11-04 18:34:00,2.95,15521.0,United Kingdom
530951,22698,PINK REGENCY TEACUP AND SAUCER,3,2010-11-04 18:34:00,2.95,15521.0,United Kingdom
530951,22561,WOODEN SCHOOL COLOURING SET,8,2010-11-04 18:34:00,1.65,15521.0,United Kingdom
530951,21260,FIRST AID TIN,1,2010-11-04 18:34:00,3.25,15521.0,United Kingdom
530951,22560,TRADITIONAL MODELLING CLAY,18,2010-11-04 18:34:00,1.25,15521.0,United Kingdom
530951,22489,PACK OF 12 TRADITIONAL CRAYONS,8,2010-11-04 18:34:00,0.42,15521.0,United Kingdom
530951,22379,RECYCLING BAG RETROSPOT ,1,2010-11-04 18:34:00,2.1,15521.0,United Kingdom
530951,22627,MINT KITCHEN SCALES,1,2010-11-04 18:34:00,8.5,15521.0,United Kingdom
530951,35400,WOODEN BOX ADVENT CALENDAR ,8,2010-11-04 18:34:00,8.95,15521.0,United Kingdom
530951,22733,3D TRADITIONAL CHRISTMAS STICKERS,1,2010-11-04 18:34:00,1.25,15521.0,United Kingdom
530951,21667,GLASS CAKE COVER AND PLATE,1,2010-11-04 18:34:00,16.95,15521.0,United Kingdom
530951,16169C,WRAP BLUE REINDEER,50,2010-11-04 18:34:00,0.42,15521.0,United Kingdom
530952,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,10,2010-11-04 18:40:00,12.75,15521.0,United Kingdom
530952,22769,CHALKBOARD KITCHEN ORGANISER,1,2010-11-04 18:40:00,24.95,15521.0,United Kingdom
530952,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2010-11-04 18:40:00,6.45,15521.0,United Kingdom
530952,22833,HALL CABINET WITH 3 DRAWERS,1,2010-11-04 18:40:00,15.0,15521.0,United Kingdom
530952,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",1,2010-11-04 18:40:00,24.95,15521.0,United Kingdom
530952,21667,GLASS CAKE COVER AND PLATE,1,2010-11-04 18:40:00,16.95,15521.0,United Kingdom
530952,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,11,2010-11-04 18:40:00,12.75,15521.0,United Kingdom
530952,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-04 18:40:00,12.75,15521.0,United Kingdom
530953,21094,SET/6 RED SPOTTY PAPER PLATES,4,2010-11-04 18:42:00,0.85,18168.0,United Kingdom
530953,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2010-11-04 18:42:00,0.85,18168.0,United Kingdom
530953,21232,STRAWBERRY CERAMIC TRINKET BOX,20,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,20728,LUNCH BAG CARS BLUE,4,2010-11-04 18:42:00,1.65,18168.0,United Kingdom
530953,21217,RED RETROSPOT ROUND CAKE TINS,2,2010-11-04 18:42:00,9.95,18168.0,United Kingdom
530953,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-11-04 18:42:00,3.75,18168.0,United Kingdom
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-11-04 18:42:00,7.95,18168.0,United Kingdom
530953,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-11-04 18:42:00,7.95,18168.0,United Kingdom
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,22055,MINI CAKE STAND  HANGING STRAWBERY,2,2010-11-04 18:42:00,1.65,18168.0,United Kingdom
530953,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-11-04 18:42:00,7.95,18168.0,United Kingdom
530953,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-11-04 18:42:00,1.65,18168.0,United Kingdom
530953,21539,RED RETROSPOT BUTTER DISH,1,2010-11-04 18:42:00,4.95,18168.0,United Kingdom
530953,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-11-04 18:42:00,1.65,18168.0,United Kingdom
530953,21539,RED RETROSPOT BUTTER DISH,1,2010-11-04 18:42:00,4.95,18168.0,United Kingdom
530953,22059,CERAMIC STRAWBERRY DESIGN MUG,6,2010-11-04 18:42:00,1.49,18168.0,United Kingdom
530953,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2010-11-04 18:42:00,2.95,18168.0,United Kingdom
530953,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,4,2010-11-04 18:42:00,2.95,18168.0,United Kingdom
530953,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,2010-11-04 18:42:00,3.75,18168.0,United Kingdom
530953,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-11-04 18:42:00,9.95,18168.0,United Kingdom
530953,22060,LARGE CAKE STAND HANGING HEARTS,1,2010-11-04 18:42:00,9.95,18168.0,United Kingdom
530953,21843,RED RETROSPOT CAKE STAND,1,2010-11-04 18:42:00,10.95,18168.0,United Kingdom
530953,62018,SOMBRERO ,6,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
530953,22667,RECIPE BOX RETROSPOT ,4,2010-11-04 18:42:00,2.95,18168.0,United Kingdom
530953,22840,ROUND CAKE TIN VINTAGE RED,1,2010-11-04 18:42:00,7.95,18168.0,United Kingdom
530953,22659,LUNCH BOX I LOVE LONDON,1,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
530953,20727,LUNCH BAG  BLACK SKULL.,10,2010-11-04 18:42:00,1.65,18168.0,United Kingdom
530953,22057,CERAMIC PLATE STRAWBERRY DESIGN,3,2010-11-04 18:42:00,1.49,18168.0,United Kingdom
530953,22367,CHILDRENS APRON SPACEBOY DESIGN,6,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
530953,21156,RETROSPOT CHILDRENS APRON,4,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
530953,21562,HAWAIIAN GRASS SKIRT ,5,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,84212,"ASSORTED FLOWER COLOUR ""LEIS""",30,2010-11-04 18:42:00,0.65,18168.0,United Kingdom
530953,21562,HAWAIIAN GRASS SKIRT ,3,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,22727,ALARM CLOCK BAKELIKE RED ,1,2010-11-04 18:42:00,3.75,18168.0,United Kingdom
530953,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2,2010-11-04 18:42:00,3.75,18168.0,United Kingdom
530953,20972,PINK CREAM FELT CRAFT TRINKET BOX ,7,2010-11-04 18:42:00,1.25,18168.0,United Kingdom
530953,22877,"NUMBER TILE COTTAGE GARDEN, 9",1,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
530953,22878,"NUMBER TILE COTTAGE GARDEN, No",1,2010-11-04 18:42:00,2.1,18168.0,United Kingdom
530953,22869,"NUMBER TILE COTTAGE GARDEN, 1",1,2010-11-04 18:42:00,1.95,18168.0,United Kingdom
C530954,22067,CHOC TRUFFLE GOLD TRINKET POT ,-1,2010-11-04 18:45:00,1.65,18168.0,United Kingdom
C530954,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-11-04 18:45:00,1.25,18168.0,United Kingdom
C530954,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2010-11-04 18:45:00,2.55,18168.0,United Kingdom
C530954,22055,MINI CAKE STAND  HANGING STRAWBERY,-1,2010-11-04 18:45:00,1.65,18168.0,United Kingdom
530955,22197,SMALL POPCORN HOLDER,12,2010-11-04 18:48:00,0.85,16128.0,United Kingdom
530955,21905,MORE BUTTER METAL SIGN ,6,2010-11-04 18:48:00,2.1,16128.0,United Kingdom
530955,21166,COOK WITH WINE METAL SIGN ,12,2010-11-04 18:48:00,1.95,16128.0,United Kingdom
530955,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-11-04 18:48:00,2.1,16128.0,United Kingdom
530955,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-11-04 18:48:00,2.1,16128.0,United Kingdom
530955,22629,SPACEBOY LUNCH BOX ,12,2010-11-04 18:48:00,1.95,16128.0,United Kingdom
530955,22630,DOLLY GIRL LUNCH BOX,12,2010-11-04 18:48:00,1.95,16128.0,United Kingdom
530955,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-11-04 18:48:00,4.95,16128.0,United Kingdom
530955,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-11-04 18:48:00,0.85,16128.0,United Kingdom
530955,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2010-11-04 18:48:00,2.55,16128.0,United Kingdom
530955,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-11-04 18:48:00,4.95,16128.0,United Kingdom
530955,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2010-11-04 18:48:00,2.95,16128.0,United Kingdom
530955,22295,HEART FILIGREE DOVE LARGE,12,2010-11-04 18:48:00,1.65,16128.0,United Kingdom
530955,22342,HOME GARLAND PAINTED ZINC ,12,2010-11-04 18:48:00,1.65,16128.0,United Kingdom
530955,22341,LOVE GARLAND PAINTED ZINC ,12,2010-11-04 18:48:00,1.65,16128.0,United Kingdom
530955,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-11-04 18:48:00,0.85,16128.0,United Kingdom
530955,21754,HOME BUILDING BLOCK WORD,6,2010-11-04 18:48:00,5.95,16128.0,United Kingdom
530956,85099B,JUMBO BAG RED RETROSPOT,20,2010-11-04 18:53:00,1.95,12843.0,United Kingdom
530956,22470,HEART OF WICKER LARGE,40,2010-11-04 18:53:00,2.55,12843.0,United Kingdom
530957,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2010-11-04 18:53:00,2.55,17340.0,United Kingdom
530957,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2010-11-04 18:53:00,2.1,17340.0,United Kingdom
530957,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2010-11-04 18:53:00,6.95,17340.0,United Kingdom
530957,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-11-04 18:53:00,4.95,17340.0,United Kingdom
530957,21735,TWO DOOR CURIO CABINET,6,2010-11-04 18:53:00,10.95,17340.0,United Kingdom
530957,21754,HOME BUILDING BLOCK WORD,6,2010-11-04 18:53:00,5.95,17340.0,United Kingdom
530957,21755,LOVE BUILDING BLOCK WORD,6,2010-11-04 18:53:00,5.95,17340.0,United Kingdom
530957,22365,DOORMAT RESPECTABLE HOUSE,10,2010-11-04 18:53:00,6.75,17340.0,United Kingdom
530957,20886,BOX OF 9 PEBBLE CANDLES,12,2010-11-04 18:53:00,1.95,17340.0,United Kingdom
530957,84949,SILVER HANGING T-LIGHT HOLDER,96,2010-11-04 18:53:00,1.45,17340.0,United Kingdom
530957,84946,ANTIQUE SILVER TEA GLASS ETCHED,48,2010-11-04 18:53:00,1.25,17340.0,United Kingdom
530957,21326,AGED GLASS SILVER T-LIGHT HOLDER,36,2010-11-04 18:53:00,0.65,17340.0,United Kingdom
530957,22792,FLUTED ANTIQUE CANDLE HOLDER,24,2010-11-04 18:53:00,0.85,17340.0,United Kingdom
530957,84050,PINK HEART SHAPE EGG FRYING PAN,12,2010-11-04 18:53:00,1.65,17340.0,United Kingdom
530957,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2010-11-04 18:53:00,0.85,17340.0,United Kingdom
530957,22423,REGENCY CAKESTAND 3 TIER,6,2010-11-04 18:53:00,12.75,17340.0,United Kingdom
530957,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-11-04 18:53:00,1.25,17340.0,United Kingdom
530957,21874,GIN AND TONIC MUG,12,2010-11-04 18:53:00,1.25,17340.0,United Kingdom
530957,22419,LIPSTICK PEN RED,24,2010-11-04 18:53:00,0.42,17340.0,United Kingdom
530957,22421,LIPSTICK PEN FUSCHIA,36,2010-11-04 18:53:00,0.42,17340.0,United Kingdom
530957,22420,LIPSTICK PEN BABY PINK,12,2010-11-04 18:53:00,0.42,17340.0,United Kingdom
530957,21421,PORCELAIN ROSE LARGE ,12,2010-11-04 18:53:00,1.25,17340.0,United Kingdom
530957,21422,PORCELAIN ROSE SMALL,16,2010-11-04 18:53:00,0.85,17340.0,United Kingdom
530957,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-11-04 18:53:00,2.95,17340.0,United Kingdom
530957,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,2010-11-04 18:53:00,3.75,17340.0,United Kingdom
530957,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2010-11-04 18:53:00,0.29,17340.0,United Kingdom
530957,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,2010-11-04 18:53:00,0.29,17340.0,United Kingdom
530957,21981,PACK OF 12 WOODLAND TISSUES ,24,2010-11-04 18:53:00,0.29,17340.0,United Kingdom
530957,21967,PACK OF 12 SKULL TISSUES,24,2010-11-04 18:53:00,0.29,17340.0,United Kingdom
530957,21484,CHICK GREY HOT WATER BOTTLE,8,2010-11-04 18:53:00,3.45,17340.0,United Kingdom
530957,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-11-04 18:53:00,2.95,17340.0,United Kingdom
530957,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-11-04 18:53:00,4.65,17340.0,United Kingdom
530957,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-11-04 18:53:00,3.95,17340.0,United Kingdom
530957,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-11-04 18:53:00,4.95,17340.0,United Kingdom
530957,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2010-11-04 18:53:00,4.95,17340.0,United Kingdom
530957,21519,GIN & TONIC DIET GREETING CARD ,24,2010-11-04 18:53:00,0.42,17340.0,United Kingdom
530957,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-11-04 18:53:00,8.5,17340.0,United Kingdom
530957,21725,SWEETIES  STICKERS,12,2010-11-04 18:53:00,0.85,17340.0,United Kingdom
530957,21719,LOVELY BONBON STICKER SHEET,12,2010-11-04 18:53:00,0.85,17340.0,United Kingdom
530957,84558A,3D DOG PICTURE PLAYING CARDS,12,2010-11-04 18:53:00,2.95,17340.0,United Kingdom
530957,20750,RED RETROSPOT MINI CASES,4,2010-11-04 18:53:00,7.95,17340.0,United Kingdom
530957,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,2010-11-04 18:53:00,1.65,17340.0,United Kingdom
530958,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,8,2010-11-04 18:54:00,1.45,16228.0,United Kingdom
530958,22633,HAND WARMER UNION JACK,24,2010-11-04 18:54:00,2.1,16228.0,United Kingdom
530958,22632,HAND WARMER RED RETROSPOT,24,2010-11-04 18:54:00,2.1,16228.0,United Kingdom
530958,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-11-04 18:54:00,0.55,16228.0,United Kingdom
530958,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-11-04 18:54:00,0.55,16228.0,United Kingdom
530958,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:54:00,1.25,16228.0,United Kingdom
530958,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-11-04 18:54:00,3.75,16228.0,United Kingdom
530958,21479,WHITE SKULL HOT WATER BOTTLE ,2,2010-11-04 18:54:00,3.75,16228.0,United Kingdom
530958,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-11-04 18:54:00,4.65,16228.0,United Kingdom
530958,21481,FAWN BLUE HOT WATER BOTTLE,3,2010-11-04 18:54:00,2.95,16228.0,United Kingdom
530958,21488,RED WHITE SCARF  HOT WATER BOTTLE,3,2010-11-04 18:54:00,3.95,16228.0,United Kingdom
530958,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-11-04 18:54:00,4.95,16228.0,United Kingdom
530958,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-11-04 18:54:00,3.95,16228.0,United Kingdom
530958,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-11-04 18:54:00,3.75,16228.0,United Kingdom
530958,22865,HAND WARMER OWL DESIGN,6,2010-11-04 18:54:00,2.1,16228.0,United Kingdom
530958,22834,HAND WARMER BABUSHKA DESIGN,6,2010-11-04 18:54:00,2.1,16228.0,United Kingdom
530958,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2010-11-04 18:54:00,0.29,16228.0,United Kingdom
530958,21982,PACK OF 12 SUKI TISSUES ,12,2010-11-04 18:54:00,0.29,16228.0,United Kingdom
530958,21981,PACK OF 12 WOODLAND TISSUES ,12,2010-11-04 18:54:00,0.29,16228.0,United Kingdom
530958,20820,SILVER LOOKING MIRROR,1,2010-11-04 18:54:00,4.95,16228.0,United Kingdom
530958,20821,GOLDIE LOOKING MIRROR,1,2010-11-04 18:54:00,4.95,16228.0,United Kingdom
530959,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-11-04 18:56:00,9.95,14687.0,United Kingdom
530959,84406B,CREAM CUPID HEARTS COAT HANGER,32,2010-11-04 18:56:00,2.75,14687.0,United Kingdom
530959,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-11-04 18:56:00,2.95,14687.0,United Kingdom
530959,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2010-11-04 18:56:00,8.5,14687.0,United Kingdom
530959,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2010-11-04 18:56:00,6.35,14687.0,United Kingdom
530959,22427,ENAMEL FLOWER JUG CREAM,3,2010-11-04 18:56:00,5.95,14687.0,United Kingdom
530959,22487,WHITE WOOD GARDEN PLANT LADDER,4,2010-11-04 18:56:00,8.5,14687.0,United Kingdom
530959,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,64,2010-11-04 18:56:00,0.65,14687.0,United Kingdom
530959,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2010-11-04 18:56:00,0.85,14687.0,United Kingdom
530959,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,24,2010-11-04 18:56:00,1.65,14687.0,United Kingdom
530959,21407,BROWN CHECK CAT DOORSTOP ,3,2010-11-04 18:56:00,4.25,14687.0,United Kingdom
530959,21114,LAVENDER SCENTED FABRIC HEART,10,2010-11-04 18:56:00,1.25,14687.0,United Kingdom
530959,21135,VICTORIAN  METAL POSTCARD SPRING,48,2010-11-04 18:56:00,1.69,14687.0,United Kingdom
530959,82583,HOT BATHS METAL SIGN,12,2010-11-04 18:56:00,2.1,14687.0,United Kingdom
530959,22189,CREAM HEART CARD HOLDER,4,2010-11-04 18:56:00,3.95,14687.0,United Kingdom
530960,37500,TEA TIME TEAPOT IN GIFT BOX,2,2010-11-04 18:57:00,9.95,16228.0,United Kingdom
530960,37501,TEA TIME TEA SET IN GIFT BOX,2,2010-11-04 18:57:00,6.95,16228.0,United Kingdom
530960,22074,6 RIBBONS SHIMMERING PINKS ,4,2010-11-04 18:57:00,1.65,16228.0,United Kingdom
530960,22076,6 RIBBONS EMPIRE  ,5,2010-11-04 18:57:00,1.65,16228.0,United Kingdom
530960,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,2010-11-04 18:57:00,0.85,16228.0,United Kingdom
530960,20831,GOLD PHOTO FRAME,6,2010-11-04 18:57:00,2.1,16228.0,United Kingdom
530960,20830,SILVER PHOTO FRAME,6,2010-11-04 18:57:00,2.1,16228.0,United Kingdom
530960,20748,KENSINGTON COFFEE SET,2,2010-11-04 18:57:00,12.75,16228.0,United Kingdom
530960,20754,RETROSPOT RED WASHING UP GLOVES,2,2010-11-04 18:57:00,2.1,16228.0,United Kingdom
530960,21902,"KEY FOB , FRONT  DOOR ",6,2010-11-04 18:57:00,0.65,16228.0,United Kingdom
530960,21901,"KEY FOB , BACK DOOR ",6,2010-11-04 18:57:00,0.65,16228.0,United Kingdom
530960,21900,"KEY FOB , SHED",7,2010-11-04 18:57:00,0.65,16228.0,United Kingdom
530960,21899,"KEY FOB , GARAGE DESIGN",7,2010-11-04 18:57:00,0.65,16228.0,United Kingdom
530960,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2010-11-04 18:57:00,1.25,16228.0,United Kingdom
530960,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2010-11-04 18:57:00,3.75,16228.0,United Kingdom
530960,22730,ALARM CLOCK BAKELIKE IVORY,2,2010-11-04 18:57:00,3.75,16228.0,United Kingdom
530960,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-11-04 18:57:00,3.75,16228.0,United Kingdom
530960,22728,ALARM CLOCK BAKELIKE PINK,2,2010-11-04 18:57:00,3.75,16228.0,United Kingdom
530960,22727,ALARM CLOCK BAKELIKE RED ,2,2010-11-04 18:57:00,3.75,16228.0,United Kingdom
530960,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,2010-11-04 18:57:00,0.85,16228.0,United Kingdom
530960,35001G,HAND OPEN SHAPE GOLD,6,2010-11-04 18:57:00,4.25,16228.0,United Kingdom
530961,22130,PARTY CONE CHRISTMAS DECORATION ,60,2010-11-04 19:03:00,0.85,14060.0,United Kingdom
530961,22560,TRADITIONAL MODELLING CLAY,24,2010-11-04 19:03:00,1.25,14060.0,United Kingdom
530961,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2010-11-04 19:03:00,1.25,14060.0,United Kingdom
530961,22149,FELTCRAFT 6 FLOWER FRIENDS,40,2010-11-04 19:03:00,1.85,14060.0,United Kingdom
530962,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-11-04 19:12:00,4.95,17913.0,United Kingdom
530962,22470,HEART OF WICKER LARGE,6,2010-11-04 19:12:00,2.95,17913.0,United Kingdom
530962,84820,DANISH ROSE TRINKET TRAYS,2,2010-11-04 19:12:00,5.95,17913.0,United Kingdom
530962,84817,DANISH ROSE DECORATIVE PLATE,2,2010-11-04 19:12:00,2.1,17913.0,United Kingdom
530962,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2010-11-04 19:12:00,2.1,17913.0,United Kingdom
530962,21166,COOK WITH WINE METAL SIGN ,2,2010-11-04 19:12:00,1.95,17913.0,United Kingdom
530962,21484,CHICK GREY HOT WATER BOTTLE,2,2010-11-04 19:12:00,3.45,17913.0,United Kingdom
530962,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-11-04 19:12:00,4.95,17913.0,United Kingdom
530962,21429,RED GINGHAM ROSE JEWELLERY BOX,4,2010-11-04 19:12:00,1.65,17913.0,United Kingdom
530962,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2010-11-04 19:12:00,8.5,17913.0,United Kingdom
530962,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-11-04 19:12:00,1.95,17913.0,United Kingdom
530962,20958,PORCELAIN HANGING BELL LARGE,4,2010-11-04 19:12:00,1.95,17913.0,United Kingdom
530962,21875,KINGS CHOICE MUG,2,2010-11-04 19:12:00,1.25,17913.0,United Kingdom
530962,22597,CHRISTMAS MUSICAL ZINC HEART ,20,2010-11-04 19:12:00,0.85,17913.0,United Kingdom
530962,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2010-11-04 19:12:00,2.95,17913.0,United Kingdom
530962,20676,RED RETROSPOT BOWL,1,2010-11-04 19:12:00,1.25,17913.0,United Kingdom
530962,20677,PINK POLKADOT BOWL,1,2010-11-04 19:12:00,1.25,17913.0,United Kingdom
530962,20674,GREEN POLKADOT BOWL,1,2010-11-04 19:12:00,1.25,17913.0,United Kingdom
530962,20675,BLUE POLKADOT BOWL,1,2010-11-04 19:12:00,1.25,17913.0,United Kingdom
530962,35809A,ENAMEL PINK TEA CONTAINER,1,2010-11-04 19:12:00,2.1,17913.0,United Kingdom
530962,22637,PIGGY BANK RETROSPOT ,2,2010-11-04 19:12:00,2.55,17913.0,United Kingdom
530962,84507B,STRIPES DESIGN MONKEY DOLL,1,2010-11-04 19:12:00,2.55,17913.0,United Kingdom
530962,84580,MOUSE TOY WITH PINK T-SHIRT,1,2010-11-04 19:12:00,3.75,17913.0,United Kingdom
530962,85096,HILDA CANDY SPOT RABBIT,1,2010-11-04 19:12:00,3.75,17913.0,United Kingdom
530962,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2010-11-04 19:12:00,4.65,17913.0,United Kingdom
530962,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-11-04 19:12:00,3.25,17913.0,United Kingdom
530962,48138,DOORMAT UNION FLAG,1,2010-11-04 19:12:00,7.95,17913.0,United Kingdom
530962,48184,DOORMAT ENGLISH ROSE ,1,2010-11-04 19:12:00,7.95,17913.0,United Kingdom
530962,20748,KENSINGTON COFFEE SET,1,2010-11-04 19:12:00,12.75,17913.0,United Kingdom
530963,62018,SOMBRERO ,400,2010-11-04 19:23:00,1.25,15389.0,United Kingdom
530964,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-11-04 19:39:00,1.95,13969.0,United Kingdom
530964,85099F,JUMBO BAG STRAWBERRY,6,2010-11-04 19:39:00,1.95,13969.0,United Kingdom
530964,22667,RECIPE BOX RETROSPOT ,3,2010-11-04 19:39:00,2.95,13969.0,United Kingdom
530964,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-11-04 19:39:00,2.95,13969.0,United Kingdom
530964,85099B,JUMBO BAG RED RETROSPOT,7,2010-11-04 19:39:00,1.95,13969.0,United Kingdom
530964,20982,12 PENCILS TALL TUBE SKULLS,4,2010-11-04 19:39:00,0.85,13969.0,United Kingdom
530964,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,22747,POPPY'S PLAYHOUSE BATHROOM,1,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2010-11-04 19:39:00,2.95,13969.0,United Kingdom
530964,22952,60 CAKE CASES VINTAGE CHRISTMAS,8,2010-11-04 19:39:00,0.55,13969.0,United Kingdom
530964,20983,12 PENCILS TALL TUBE RED RETROSPOT,6,2010-11-04 19:39:00,0.85,13969.0,United Kingdom
530964,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,21484,CHICK GREY HOT WATER BOTTLE,10,2010-11-04 19:39:00,3.45,13969.0,United Kingdom
530964,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-11-04 19:39:00,2.95,13969.0,United Kingdom
530964,20751,FUNKY WASHING UP GLOVES ASSORTED,4,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,22633,HAND WARMER UNION JACK,6,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,22632,HAND WARMER RED RETROSPOT,6,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,22867,HAND WARMER BIRD DESIGN,10,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
530964,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-11-04 19:39:00,2.1,13969.0,United Kingdom
